Title,Release Date,Rating,Description,Metascore,Link
849.The Last Friend,"Apr 7, 2022",E10+,"Seamlessly blending both the arcade action of games like Streets of Rage with the strategical thinking of titles like Plants vs. Zombies, The Last Friend quickly becomes a battle of man and canine standing stalwart against the end of the world. The Last Friend brings in a horde of super-powered dogs to help players drive back the violent mutants and gangs of the apocalypse in a fun, fast-paced hybrid of Brawler and Tower Defense. You’ll work your way across a vast dystopian, wasteland rescuing doggos who will in turn help you save the world in your roving battle station of conversion van that would make Harry from Dumb and Dumber incredibly jealous.",86,https://www.metacritic.com/game/the-last-friend/
850.Bustafellows,"Jul 30, 2021",M,"Arrive in New Sieg, a beautiful fictional town. Step into the shoes of a strong, smart and gifted journalist in this romantic adventure. You play the part of a young woman with the ability to leap in the past for a very short period in the bodies of others, which you use for data collection and helping people. After witnessing the murder of a crooked lawyer – she goes back in time in an attempt to save him. Thus, the journey begins as our protagonist goes back in time in the body of another person and tries to warn Limbo. It's up to you to figure out how to save him.",86,https://www.metacritic.com/game/bustafellows/
851.Uncharted: The Nathan Drake Collection,"Oct 9, 2015",T,"From the storytellers at Naughty Dog, comes the epic that altered adventure storytelling, rebuilt by Bluepoint Games with the power of the PS4 system. Follow the harrowing journey of Nathan Drake across the globe, from humble beginnings to incredible discoveries. Meet a unique cast of characters as Drake puts life and friendships on the line in a race against ruthless enemies to uncover unimaginable treasure. UNCHARTED: The Nathan Drake Collection includes the single-player campaigns for UNCHARTED: Drake’s Fortune, UNCHARTED 2: Among Thieves, and UNCHARTED 3: Drake’s Deception.",86,https://www.metacritic.com/game/uncharted-the-nathan-drake-collection/
852.The Elder Scrolls IV: Shivering Isles,"Mar 26, 2007",M,"[Xbox Live Arcade]  Shivering Isles features more than 30 hours of new gameplay and allows you to explore an entirely new plane of Oblivion – the realm of Sheogorath, the Daedric Prince of Madness. Shivering Isles adds to the existing world of Oblivion so you can continue playing with your existing save game/character, or create an all new character just to explore the new content. Within the Realm of Sheogorath, players can explore the two extreme sides of the god's madness – the sublimely creative and the completely psychotic. Something is happening to the Shivering Isles and Sheogorath himself looks to you to be his champion and defend his realm and its inhabitants from destruction. Do you have the strength to survive his trials, tame a realm fraught with paranoia and despair, and wear the mantle of a God? The Shivering Isles features a bizarre landscape split between the two sides – Mania and Dementia-filled with vast, twisting dungeons mirroring the roots of the trees they are buried within. You'll encounter more than a dozen new creatures including hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites. Throughout your adventure, you will discover all new items, ingredients, spells, and more, and have the talented craftsmen of Crucible and Bliss forge new armor and weapons just for you. [Bethesda Softworks]",86,https://www.metacritic.com/game/the-elder-scrolls-iv-shivering-isles/
853.The Great Ace Attorney Chronicles,"Jul 27, 2021",T,"With all the fun and drama of the Ace Attorney series set against the backdrop of Victorian-era Britain and Japan, there's sure to be no ""Objection!"" to the adventures of Ryunosuke Naruhodo as he turns the courtroom upside down. Featuring an intriguing overarching mystery spanning across two games, it promises to be the most engrossing story in the series yet. [Capcom]",86,https://www.metacritic.com/game/the-great-ace-attorney-chronicles/
854.Supreme Commander,"Feb 20, 2007",E10+,"For a millennium, three opposing forces of humanity--the Cybran Nation, the Aeon Illuminate and the United Earth Federation--have fought a bitter and bloody war over conflicting and unwavering systems of belief. There is no room for compromise. No room for mercy. No room for anything but the complete eradication of anyone with opposing belief systems. Labeled the Infinite War, this horrific conflict has shattered a once peaceful galaxy and only served to deepen the hatred and schisms between the three factions. Now, after centuries of struggle, the battle for supremacy has at long last reached a turning point. You are a Supreme Commander, and only you have the power to bring the Infinite War to an end once and for all. Set in the 37th century, Supreme Commander signals the next evolution in the RTS genre by being the first strategy game to deliver a truly strategic and tactical experience. [THQ]",86,https://www.metacritic.com/game/supreme-commander/
855.Fallout 2,"Oct 29, 1998",M,"It's been 80 long years since your ancestor trod across the wastelands. As you search for the Garden of Eden Creation Kit to save your primitive village, your path is strewn with crippling radiation, megalomaniac mutants, and a relentless stream of lies, deceit, and treachery. You begin to wonder if anyone really stands to gain anything from this brave new world. [Interplay]",86,https://www.metacritic.com/game/fallout-2/
856.Silent Hill,"Feb 24, 1999",M,"A young man searching for his daughter - struggling to exist in a place between reality and hell -  a town hiding gruesome, dark secrets. Follow a trail of blood and mutilation to snatch a loved one from the clutches of a demonic power. Enter an alternative dimension where death is no escape. Welcome to the madness that is Silent Hill...",86,https://www.metacritic.com/game/silent-hill/
857.Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,"Jul 31, 2000",T,"Here's your chance to fly two of the deadliest next-gen attack helicopters -- the U.S. Army's RAH-66 Comanche gunship, a stealth helicopter with a radar signature 1/600th that of a Hellfire missile ... or the Russian-built counterpart, the twin-rotored death-deliverer -- the KA-52 Hokum-B.  [Empire Interactive]",86,https://www.metacritic.com/game/enemy-engaged-rah-66-comanche-versus-ka-52-hokum/
858.Startopia,"Jun 19, 2001",T,"Any ""Futurama"" fanatics out there need another hit of space humor?  Rebuild and manage a giant 2001-esque space donut/station and attract a variety of alien species to it in a game that plays like the deep space version of ""Dungeon Keeper.""",86,https://www.metacritic.com/game/startopia/
859.Total War: Shogun 2 - Fall of the Samurai,"Mar 22, 2012",T,"This massive-scale, stand-alone expansion to Total War: SHOGUN 2 offers a completely new experience to players. Six new playable clans, including those supporting a modern imperial Japan such as the Satsuma and those allied with the old Shogun like the Nagaoka, are now available. Three great foreign powers must also be dealt with: America, Britain and France all have a vested interest in Japan’s future. How will you treat them? All this plays out across an expanded and improved campaign map, covering new island provinces in the far north and featuring all-new building and technology trees as well as brand new features such as railways and naval bombardments, seen for the first time in a Total War title.",86,https://www.metacritic.com/game/total-war-shogun-2-fall-of-the-samurai/
860.Neva,"Oct 15, 2024",N/A,"Neva is an emotionally-charged action adventure from the visionary team behind the critically acclaimed GRIS.

Neva chronicles the story of Alba, a young woman bound to a curious wolf cub following a traumatic encounter with dark forces. Together they embark on a perilous journey through a once-beautiful world as it slowly decays around them.

Over time, their relationship will evolve as they learn to work together, helping one another to brave increasingly dangerous situations. The wolf will grow from a rebellious cub to an imposing adult seeking to forge his own identity, testing Alba's love and their commitment to one another.

As the cursed world threatens to overwhelm them, Alba and her courageous companion will do whatever it takes to survive and make a new home, together.",86,https://www.metacritic.com/game/neva/
861.Mario Kart 8 Deluxe: Booster Course Pass - Wave 4,"Mar 9, 2023",N/A,"Egg-cellent! Birdo joins the fun in Wave 4 of the Mario Kart 8 Deluxe - Booster Course Pass! 

And get ready to take a speedy trip through the brand-new Yoshi's Island course when Wave 4 arrives this Spring!",86,https://www.metacritic.com/game/mario-kart-8-deluxe-booster-course-pass-wave-4/
862.Kirby: Canvas Curse,"Jun 13, 2005",E,"(Also known as ""Touch! Kirby's Magic Paintbrush"")  Kirby: Canvas Curse delivers classic Kirby action with a fun twist. Using the stylus to control Kirby's movements is surprisingly intuitive, and the new control scheme provides many unique gameplay challenges. The rainbow paths you draw guide Kirby through the game, but they also can protect Kirby from falling icicles, lasers, cannon blasts and other hazards. In addition to drawing paths, the stylus can also be used to stun enemies, destroy barriers, detonate bombs and much more. Each of the game's seven worlds is divided into three stages, and each stage holds three hidden medals. Some are easy to find, while others are either well-hidden or heavily protected. You don't need to find these medals to complete the game, but the medals you recover can be traded in to unlock special features like new ink colors for the paths you draw with the stylus. [Nintendo]",86,https://www.metacritic.com/game/kirby-canvas-curse/
863.Burnout Legends,"Sep 13, 2005",E10+,"Burnout Legends sets the bar for on-the-go automotive anarchy, combining the series’ trademark speed, destruction and depth with new PSP-only features, gameplay refinements and connectivity.  Gamers can look forward to eight gameplay modes, including crash, road rage and pursuit, with white-knuckle multiplayer via WiFi, and a GameShare option allowing players to wirelessly share a demo level of the game with friends. [Electronic Arts]",86,https://www.metacritic.com/game/burnout-legends/
864.Minds Beneath Us,"Jul 31, 2024",N/A,"Minds Beneath Us is an adventure about a guy and a data ghost who lived in his head and controlled his body.

After society has become fully automated with AI, a new industry has emerged that replaces the hardware needed to operate the internet with linked human brains. As a result, the most disadvantaged of citizens have had no choice but to put in their bid to sign up, one after another.

Against the stage of this mad society, a mysterious conspiracy gradually unveils.",86,https://www.metacritic.com/game/minds-beneath-us/
865.Football Manager 2013,"Nov 1, 2012",N/A,Football Manager 2013 brings 900-plus new and enhanced features to the Football Manager series.,86,https://www.metacritic.com/game/football-manager-2013/
866.Out of the Park Baseball 14,"Apr 15, 2013",N/A,"You'll love our 2013 roster set, which features not only up-to-date Opening Day rosters for all major league teams but also thousands of individually-rated players for all minor leagues and hundreds of players from the 2013 first-year player draft class. Major league player ratings are officially based on Baseball Prospectus' PECOTA projection system, which has proven to be the most accurate player stats projection system on the market!

The 2013 season will have plenty of drama in store. Will Mike Trout be able to improve upon his already legendary rookie season? Will Washington with a healthy Stephen Strasburg and a more experienced Bryce Harper dominate the AL East? Will Toronto's all-in approach pay off? How will the AL West welcome Houston? Play OOTP 14 and find out!",86,https://www.metacritic.com/game/out-of-the-park-baseball-14/
867.Warhammer 40K: Rogue Trader - Void Shadows,"Sep 24, 2024",N/A,"“Void Shadows” is the first DLC for Warhammer 40,000: Rogue Trader, offering a massive amount of content with about 15 hours of fresh gameplay and a new romanceable companion. Fully integrated into the game’s main story, this DLC will allow players to delve into the depths of their voidship first-hand in an enthralling new story that will pit them against an unfamiliar enemy trying to bring ruin to the von Valancius dynasty from within.",86,https://www.metacritic.com/game/warhammer-40k-rogue-trader-void-shadows/
868.Overboard!,"Jun 2, 2021",T,"GET AWAY WITH MURDER. Highly replayable detective game where you're the one whodunnit. From the creators of 80 Days and Heaven's Vault. JULY, 1935. A MURDER HAS BEEN COMMITTED aboard the SS Hook, eight hours out from New York. Only one problem: you did it. Can you get away with murder?

GAMEPLAY

Blackmail a spy. Fall in love. Murder a rival. Cheat at cards. Drug a witness. Lie, befriend, betray, console, sneak, seduce, steal, borrow, pray, eavesdrop, kill...

There are clues, evidence, suspects, accusations, secrets and lies.

You’ll need all your cunning, coercion and charisma to ensure that someone else takes the fall.",86,https://www.metacritic.com/game/overboard-2021/
869.MVP Baseball 2005,"Feb 22, 2005",E,"MVP Baseball 2005 offers more features that let you take control of your favorite major league baseball team both on and off the field. The game highlights its new Hitter's Eye controls, which give you more control of your swing, movement in the batter's box, and the ability to read the pitch. In addition to enhanced offensive tools, this year's installment in the MVP Baseball series includes an improved dynasty mode, a spring training mode, and an all-new owner mode. Play through a challenging single-player season to unlock legendary players and new gear, or challenge your friend to an online game.",86,https://www.metacritic.com/game/mvp-baseball-2005/
870.The Witcher: Enhanced Edition,"Sep 16, 2008",M,"Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]",86,https://www.metacritic.com/game/the-witcher-enhanced-edition/
871.F1 2017,"Aug 25, 2017",E,"Win the 2017 World Championship, break every record in the fastest ever F1 cars, and race some of the most iconic F1 cars of the last 30 years. The game sports an even deeper ten year Career, more varied gameplay in the new ‘Championships’ mode, and a host of other new features, both online and offline.",86,https://www.metacritic.com/game/f1-2017/
872.Astebreed,"May 30, 2014",N/A,Climb into the pilot's seat of an otherworldly war machine and take down a genocidal alien race bent on eradicating humanity to preserve their own civilization.,86,https://www.metacritic.com/game/astebreed/
873.Unicorn Overlord,"Mar 8, 2024",T,"From the masterminds that brought 13 Sentinels: Aegis Rim and Odin Sphere, ATLUS x Vanillaware presents the rebirth of tactical fantasy RPG. Fight against fate and embark on a royal adventure to regain your reign alongside trustworthy allies. Unicorn Overlord combines the timeless tactical RPG genre with overworld exploration and innovative battle system for a unique epic fantasy experience in the iconic Vanillaware style.",86,https://www.metacritic.com/game/unicorn-overlord/
874.Ground Control,"Jun 1, 2000",T,"Two political factions have gone to war over a distant world and the secrets it holds in Ground Control, a visually stunning and frenetically paced action/real-time strategy game from Sierra Studios and Massive Entertainment.  [Sierra Studios]",86,https://www.metacritic.com/game/ground-control/
875.Cuphead,"Sep 29, 2017",E10+,"Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]",86,https://www.metacritic.com/game/cuphead/
876.Velocity 2X,"Sep 2, 2014",E10+,Velocity 2X features puzzle-platforming action alongside top-down shoot 'em-up gameplay.,86,https://www.metacritic.com/game/velocity-2x/
877.Valkyria Chronicles,"Nov 4, 2008",T,"Valkyria Chronicles is set in a fictitious continent reminiscent of 1930s Europe, divided in two and ruled by the Empire and the Federation. The Empire has set its sights on invading a small neutral country called Gallia, which is situated in the middle of the two great empires. The game follows a hero named Welkin and his fellow soldiers of the Federation's 7th Platoon that are fighting against the Empire, who are intent on unifying the continent under its power. The Federation discovers that the Empire possesses a secret weapon, known as the ""Valkyria"" - an ancient race with special powers thought to exist only in legends. With this new discovery, the fate of the Federation's ability to win the war and a hope for a better future hangs in the balance. [Sega]",86,https://www.metacritic.com/game/valkyria-chronicles/
878.Killer Instinct Season 3,"Mar 29, 2016",N/A,"Eight characters are coming to Killer Instinct with the Season 3 update, including Rash (Battletoads), Arbiter (Halo), Kim Wu, and Tusk.",86,https://www.metacritic.com/game/killer-instinct-season-3/
879.The Messenger,"Aug 30, 2018",E10+,"As a demon army besieges his village, a young ninja ventures through a cursed world, to deliver a scroll paramount to his clan’s survival. What begins as a classic action platformer soon unravels into an expansive time-traveling adventure full of thrills, surprises, and humor.",86,https://www.metacritic.com/game/the-messenger/
880.Resistance: Fall of Man,"Nov 14, 2006",M,"In Resistance: Fall of Man, the U.S. and Britain band together in a last-ditch effort to save Europe and Asia from a horrific scourge. In mere decades, the Chimera - a species of unknown origin propagating a virus that converts other life forms into more Chimera - has overrun Russia and all of Europe. Humanity’s hope for survival is slim, and the tide of the battle rests on the shoulders of U.S. Army Ranger, Sgt. Nathan Hale. Resistance: Fall of Man draws players into a deep, frightening story that rewrites the 20th century and pits the United States and Britain against a horrific species of unknown origin. In addition to an epic single player campaign, the game features co-op, split screen multiplayer and highly customizable online gameplay. Greater processing power on PlayStation 3 and Blu-ray technology enables more immersive visual and sound effects in Resistance: Fall of Man, heightening the chaos of large-scale warfare. Insomniac Games has combined its passion for creating exotic weapons and vehicles with a proprietary physics system to create a unique human and alien arsenal. [SCEA]",86,https://www.metacritic.com/game/resistance-fall-of-man/
881.Boom Blox Bash Party,"May 19, 2009",E,"BOOM BLOX  Bash Party is even more fun to play with friends and family, featuring twice as many multiplayer challenges as the original, and now offers team-based challenges! Players can play with or against friends, solo or in teams, knocking down blocks, destroying towers, slinging and launching blocks and characters, for tons of high-energy, family-friendly fun! BOOM BLOX Bash Party is packed with tons of new features. The game showcases new block types, including: virus and conveyor blox, new blox shapes, such as: cylinders and wedges, and new tools that make for even more destructive fun. Players find twists on BOOM BLOX game play favorites like throwing and grabbing. Players now can also sling, launch, and blow the competition away with new cannon, paint ball and slingshot tools. Even the characters are in on the action as BOOM BLOX Bash Party features a new cast of wacky blox characters. This time they don’t just cheer you on, they are now blox themselves and you can throw, stack or even launch them, utilizing them to create even more madness and mayhem. The fun continues online as BOOM BLOX Bash Party enables players to download even more new levels via the Internet. With the press of a button, players can grab, play and rate new levels from EA as well as levels created by members of the BOOM BLOX Bash Party community. Using the game's easy-to-use Create Mode, players now have the power to share the levels they built with friends, or submit their masterpiece to be shared with the world! The expanded Create Mode lets players build and create like never before, giving them access to the same tool set the EA development team used to create each and every level in the game. [Electronic Arts]",86,https://www.metacritic.com/game/boom-blox-bash-party/
882.Kentucky Route Zero,"Feb 22, 2013",N/A,"Kentucky Route Zero is a magical realistic adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it.",86,https://www.metacritic.com/game/kentucky-route-zero/
883.Diablo IV,"Jun 6, 2023",M,"MEET YOUR MAKER  - Lilith has returned to Santuary, summoned by a dark ritual after eons in exile. Her return ushers in a new era of misery and darkness. LEGIONS OF CREATION. An old legend has it that Sanctuary was created by the union of an Angel and a Demon, and that their descendants --- humanity --- built villages, then cities and empires, spreading across the land to form the world's cultures and civilization.

A REIGN OF ENMITY
Chaos threatens to consume Sanctuary as evil and impeity continue to spread. Depraved demons and corrupted wildlife roam the land unchecked, as terrified townsfolk huddle in dark corners trying to survive one more day.

CULT OF PERSONALITY
The pious plead for guidance from their faith, but doubts have them feeling that their devotion is misplaced. Lilith's return has spawned a new wave of cultists and worshippers, but regardless of dogma, all prayers remain unanswered.

DAUGHTER OF HATRED
The daughter of Mephisto awakens burning urges in the hearts of those around her, be it demon, human or beast. Profound fears, unchecked rage, repressed impulses, sinful desires --- all are brought forth violently and irresistibly by her mere presence.

UNSTOPPABLE EVIL
As darkness returns to sanctuary, a brave few dare to face this threat. But what fate awaits them in a land forsaken by hope, valor, wisdom, and justice?",86,https://www.metacritic.com/game/diablo-iv/
884.Might & Magic: Clash of Heroes,"Dec 1, 2009",E10+,"Might & Magic Clash of Heroes is the first puzzle adventure RPG game from Ubisoft.It is inspired by the famous Heroes brand and set in the Might & Magic universe. With a manga art direction it has been re-mastered into a glorious 2D environment. As a prequel to Heroes V, 40 years before, Might & Magic Clash of Heroes is set across five different regions of Ashan (a part of the Might & Magic world). Live an exciting adventure as you play 5 different heroes, alternate between exploration in various maps and battle in turn-based puzzle games, in order to accomplish your quest. [Ubisoft]",86,https://www.metacritic.com/game/might-and-magic-clash-of-heroes/
885.Total War: WARHAMMER,"May 24, 2016",T,"In an era of ceaseless conquest, a myriad warriors clash in epic battles as entire races wage war on one another, each led by a notorious hero seeking dominion over the world. All at your command. The courageous Karl Franz marshals the men of the Empire, looking to unite the fractured elector counts under a banner of strength against their common foes. Hungry for the vicious brutality of combat, the Greenskins flock to the tribe of Grimgor Ironhide; Orcs and Goblins alike filled with an insatiable thirst for carnage. High King Thorgrim helms the stoic Dwarfs forth from their mountain strongholds, marching to right the serious injustices wrought upon them over the millennia. Yet the motives of the Vampire Counts under Mannfred von Carstein are shrouded in murderous secrecy, his armies raised from the decrepit ranks of the dead. And while the Old World is torn by betrayal, war and the unleashing of unfathomable power, a rising threat still whispers in the winds from the north. The fabric of reality itself begins to rend and buckle.",86,https://www.metacritic.com/game/total-war-warhammer/
886.Vampire Survivors,"Oct 20, 2022",N/A,"Mow thousands of night creatures and survive until dawn! Vampire Survivors is a gothic horror casual game with rogue-lite elements, where your choices can allow you to quickly snowball against the hundreds of monsters that get thrown at you.",86,https://www.metacritic.com/game/vampire-survivors/
887.F1 2020,"Jul 6, 2020",N/A,"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2™ Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1® 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams’ 2020 cars (as applicable) and F2™ 2020 season content.",86,https://www.metacritic.com/game/f1-2020/
888.Monster Hunter Rise: Sunbreak,"Jun 30, 2022",N/A,"Monster Hunter Rise: Sunbreak is an expansion to the original Monster Hunter Rise. Featuring improved gameplay and nimble-feeling additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of Master Rank quests. As the hunter who saved Kamura from calamity, you must now journey to the far-off reaches of Elgado, an outpost near a Kingdom beset by a sinister new nemesis—the elder dragon Malzeno! Kamura Village is finally at peace, having fought off an onslaught of monsters attacks known as the Rampage. That hard-earned peace is disrupted by the unexpected appearance of the wolf-like monster Lunagaron in the Shrine Ruins. In the Shrine Ruins, the hunter meets Fiorayne, a knight of the Royal Order. Fiorayne asks for the hunter's help in investigating why monsters from the Kingdom are becoming violently aggressive and invading other territories, including Kamura. United in mission, they set off for the far-off outpost of Elgado.",86,https://www.metacritic.com/game/monster-hunter-rise-sunbreak/
889.BlazBlue: Calamity Trigger,"Jun 30, 2009",T,"In the 13th hierarchical city, Kagutsuchi, the Librarium regulates the amazing power of Armagus, a fusion of magic and technology. Currently they are after a wanted criminal named Ragna The Bloodedge, also known as Death, who wants to destroy the Librarium. Due to Ragna possessing a powerful form of Armagus known as the Azure Grimoire, people far and wide are after not only his bounty, but his grimoire as well. This is where our story begins.
BlazBlue Key Features: The first hi-res 2D fighter from the creators of the Guilty Gear series! Experience the beauty of high-resoluti on, hand-drawn sprites on 3D backgrounds, all in glorious high-definition. Online Battle Action. Get ready to take the action online and battle the best players from all over the world! Console Exclusive Modes. BlazBlue features the following console-only modes: Arcade, Vs, Practice, and a completely fleshed-out Story Mode that tells the tales of each character. Over 10 unique combatants to choose from! Choose a character that represents your own fighting style, like the lightning-fast Taokaka or the wickedly powerful Tager. Drive your way to victory! Use the unique ""Drive Attacks"" specific to each character to decimate your opponent. Depending on the character, control the elements like wind and ice, or even absorb the life force from your opponents. A plethora of offensive and defensive options at your disposal! Take advantage of Barriers, Counter Assaults, Rapid Cancels, and Distortion Drives to turn the tide of battle! [Akys Games]",86,https://www.metacritic.com/game/blazblue-calamity-trigger/
890.Monster Boy and the Cursed Kingdom,"Dec 4, 2018",E10+,"A legendary game series returns with an all-new adventure and in stunning HD!

Monster Boy is a colorful side-scrolling action adventure created in cooperation with Ryuichi Nishizawa, the creator of the famous Wonder Boy in Monster World series.

Monster Boy is being created to bring back the enjoyment of the classic games that shine by simplicity. Exciting gameplay, upbeat music and smooth graphics. You'll need to overcome huge bosses, find hidden passages, discover powerful equipment and use all your wits and skills to remove a powerful curse.

Transform into 6 different creatures, each with their own skills and abilities. Take advantage of all the unique powers to open new paths and advance in an epic story.

We put all our passion into Monster Boy to create a truly enjoyable love letter to gaming from the 80's and 90's - will you join us and celebrate together with us?

Features:

* Switch between up to 6 playable characters: Each character feels different and all of them keep the gameplay fresh and exciting.
* Unlock new paths and secrets with special equipment: Look for magic weapons and equipment that gradually open up the world.
* Over 15 hours of epic adventure: Explore the new 'Monster World' in a huge interconnected environment.
* Soundtrack from Japanese superstar composers: Yuzo Koshiro, Motoi Sakuraba, Michiru Yamane, Keiki Kobayashi and Takeshi Yanagawa
* Full HD graphics at 60 frames per second: The game supports 1080p/60fps (docked) and 720p/60fps (portable mode)
* HD Rumble support: Feel the action with high performance HD Rumble support",86,https://www.metacritic.com/game/monster-boy-and-the-cursed-kingdom/
891.Saints Row IV,"Aug 19, 2013",M,"Saints Row IV is an open world game that continues the story of the Third Street Saints by elevating their status to the highest level - the leaders of the free world. After a catastrophic alien invasion occurs where the aliens trasnport the Saints to a bizarro-Steelport simulation, you must fight to free humanity from alien grandaddy Zinyak's mental grasp by ultiziling gargantuan superpowers. Escape the simulation that's trapped the Saints crew, or die trying.",86,https://www.metacritic.com/game/saints-row-iv/
892.Mercenaries: Playground of Destruction,"Jan 10, 2005",T,"Inspired by real-world events, Mercenaries begins the search for the leader of a North Korean military coup who threatens the world with nuclear war. As one of the top operatives for a private mercenaries company, you have been called in to execute the general and his top military and scientific advisors. Hunt down all 52 targets--depicted on a deck of playing cards--with a variety of military weapons and vehicles. Earn cash from different missions to buy better weapons and vehicles, or sell your vehicles and weapons on the black market.",86,https://www.metacritic.com/game/mercenaries-playground-of-destruction/
893.EverQuest: Omens of War,"Sep 13, 2004",T,"Follow the Wayfarers Brotherhood to the war-ravaged Realm of Discord to help end the tyrannical ways of the Muramites once and for all.  Mata Muram, the leader of the Muramites, is rumored to be building the ultimate invading army. It's up to you to thwart his plans. Experience EverQuest: Omens of War and the twisted lands of a realm where war is persistent and death is constant.  Face the fear of the Battlegrounds of Discord. Explore the shattered landscapes of the Discordant Plateau. Then take your fury to a landscape that teems with Muramites preparing to invade not just Norrath, but countless innocent worlds.  Adventure solo, or in groups and raids to complete ""epic quests"" and earn prestigious weapons. [Sony Online Entertainment]",86,https://www.metacritic.com/game/everquest-omens-of-war/
894.Total Annihilation,"Sep 27, 1997",T,"Long ago, the galaxy had known peace. Paradise was ruled with the hand of science, and the hand was that of the galactic governing body known as the Core. Ironically, it was the Core's ultimate victory, the victory over death itself, that brought about the downfall of its paradise and started the war that would decimate a million worlds. The immortality process, known as ""patterning,"" involved the electronic duplication of brain matrices, allowing the transfer of consciousness into durable machines. Effectively it meant immortality, and the Core decreed the process mandatory for all citizens in order to ensure their safety. However, there were many citizens unwilling to toss aside their bodies so casually, many indeed who regarded patterning as an atrocity. They fled to the outer edges of the galaxy, forming a resistance movement that became known as the Arm. War began, though it was never officially declared by either side. The Arm developed high-powered combat suits for its armies, while the Core transferred the minds of its soldiers directly into similarly deadly machines. The Core duplicated its finest warriors thousands of times over. The Arm countered with a massive cloning program. The war raged on for more than 4,000 years, consuming the resources of an entire galaxy and leaving it a scorched wasteland. [Cavedog Entertainment]",86,https://www.metacritic.com/game/total-annihilation/
895.Steel Beasts,"Sep 24, 2000",T,"More than just another modern tank simulation. This design effort goes further than any before it to accurately model real-world conditions and tactics -- but in a way as to not overwhelm the novice, would-be tanker with a zillion key combinations and an overwhelming interface.  [Shrapnel Games]",86,https://www.metacritic.com/game/steel-beasts/
896.Golden Sun: The Lost Age,"Apr 14, 2003",E,"It is the dawn of a new age...And the heroes of Golden Sun have been abandoned. Now, the world is falling into darkness. A new band of adventurers is the world's final hope...but they may also be its doom. Pursued by the heroes of the original Golden Sun, they must race to complete their quest before the world becomes lost to the ages.",86,https://www.metacritic.com/game/golden-sun-the-lost-age/
897.Test Drive V-Rally,"Oct 25, 2000",E,"The Ultimate Open Road Racing Championship. 16 officially licensed rally cars with 10 bonus cars. Over 80 new tracks in over 12 different countries exclusively for the Sega Dreamcast. Powerful track editor and generator - create, save and exchange saved tracks you create! Real-Time Damage feature shows visible damage during game play.",86,https://www.metacritic.com/game/test-drive-v-rally/
898.Monster Hunter 4 Ultimate,"Feb 13, 2015",T,"Take off on an epic journey, traversing a vast world hunting larger than life beasts as you look for the source of a mysterious virus. Travel with a caravan of fellow hunters and merchants as you make your way across multiple locations, each with its own unique look and feel.",86,https://www.metacritic.com/game/monster-hunter-4-ultimate/
899.Patapon,"Feb 26, 2008",E,"For years the Patapon tribe has lived in the desolate frontier, driven from their home by the evil Zigoton army. Behind the Patapons' cute exterior, lies a fierce warrior spirit that can only be commanded by the beat of their God’s war drum. They wait for the day that the ""Almighty"" will return, to lead them against their enemies and bring them back to their homeland. Finally, their wait has come to an end as the drums of war are heard once again. Rhythm and Action Collide – Master up to six different drumbeats to command the Patapon troops to march, attack, defend, power up, retreat, and use magic. Combine the various chains of drumbeats to address each unique level, leading the Patapons to victory over the Zigoton enemy forces. Strategic Gaming – Patapon delivers a strong element of strategy by requiring players to properly customize and build up the Patapon army, arm each soldier with particular weapons and armor, and position them correctly for battle. Mission Variety – Take part in more than 30 specific missions including hunting, escort, and boss battles, and explore numerous vivid environments along the way. Players will discover and access more than 100 items and weapons throughout the adventure. Unique Art Style – French graphic artist Rolito, noted for his abstract art style seen in collectible toys, animation, and websites, lends his skills to create a variety of unique characters and environments, bringing the Patapon world to life. Mini-Games – Five music-based mini-games allow players to earn bonuses and upgrades to further customize the Patapon warriors. Music – Captivating and dramatic original music builds dynamically as players march and encounter enemy battles throughout each level. [SCEA]",86,https://www.metacritic.com/game/patapon/
